sample_name,mgrast_id,biome,collection_date,country,env_package,feature,latitude,location,longitude,material,collection_time,collection_timezone,altitude,biotic_relationship,depth,elevation,encoded_traits,estimated_size,experimental_factor,extrachrom_elements,health_disease_stat,host_spec_range,isol_growth_condt,misc_param,misc_param_1,misc_param_10,misc_param_11,misc_param_2,misc_param_3,misc_param_4,misc_param_5,misc_param_6,misc_param_7,misc_param_8,misc_param_9,num_replicons,pathogenicity,ph,propagation,ref_biomaterial,rel_to_oxygen,samp_collect_device,samp_mat_process,samp_size,source_mat_id,specific_host,subspecf_gen_lin,temperature,trophic_level,continent,sample_id,sample_strategy
mgs24948,mgs24948,feces,None,Venezuela,plant-associated,feces,5.425833,,-67.646389,feces,,,0,,0,78,,,,,,,,,REGION: None,public: n,PLATFORM: Titanium,ANONYMIZED_NAME: ggs6,assigned_from_geo: n,TAXON_ID: 9606,LINKER: None,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,,,,,,,,,".1, gram",,,,,,,qiime:234805,
mgs24949,mgs24949,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,REGION: None,PLATFORM: Titanium,public: n,ANONYMIZED_NAME: ggs64,assigned_from_geo: n,LINKER: None,TAXON_ID: 9606,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,,,,,,,,,".1, gram",,,,,,,qiime:234806,
mgs24950,mgs24950,feces,None,Venezuela,plant-associated,feces,5.425833,,-67.646389,feces,,,0,,0,78,,,,,,,,,TAXON_ID: 9606,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,LINKER: None,assigned_from_geo: n,REGION: None,ANONYMIZED_NAME: ggs9,public: n,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,,,,,,,,,".1, gram",,,,,,,qiime:234807,
mgs24951,mgs24951,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,REGION: None,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,ANONYMIZED_NAME: ggs86,TAXON_ID: 9606,LINKER: None,assigned_from_geo: n,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",public: n,PLATFORM: Titanium,,,,,,,,,".1, gram",,,,,,,qiime:234808,
mgs24952,mgs24952,feces,None,Malawi,plant-associated,feces,-15.38,,35.3,feces,,,0,,0,2991,,,,,,,,,LINKER: None,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,TAXON_ID: 9606,assigned_from_geo: n,ANONYMIZED_NAME: ggs43,REGION: None,PLATFORM: Titanium,public: n,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,,,,,,,,,".1, gram",,,,,,,qiime:234809,
mgs24953,mgs24953,feces,None,United States of America,plant-associated,feces,40.0149856,,-105.2705456,feces,,,0,,0,1629,,,,,,,,,SAMPLE_CENTER: CGS-GL,TAXON_ID: 9606,LINKER: None,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,public: n,PLATFORM: Titanium,ANONYMIZED_NAME: ggs51,REGION: None,assigned_from_geo: n,,,,,,,,,".1, gram",,,,,,,qiime:234810,
mgs24954,mgs24954,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,SAMPLE_CENTER: CGS-GL,TAXON_ID: 9606,LINKER: None,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,public: n,PLATFORM: Titanium,ANONYMIZED_NAME: ggs96,REGION: None,assigned_from_geo: n,,,,,,,,,".1, gram",,,,,,,qiime:234811,
mgs24956,mgs24956,feces,None,United States of America,plant-associated,feces,37.09024,,-95.712891,feces,,,0,,0,256,,,,,,,,,KEY_SEQ: GACT,REGION: None,ANONYMIZED_NAME: ggs103,DESCRIPTION: Sample_for_GlobalGutPaper,public: n,PLATFORM: Titanium,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",assigned_from_geo: y,TAXON_ID: 9606,LINKER: None,,,,,,,,,".1, gram",,,,,,,qiime:234812,
mgs24957,mgs24957,feces,None,Malawi,plant-associated,feces,-15.38,,35.3,feces,,,0,,0,2991,,,,,,,,,LINKER: None,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",TAXON_ID: 9606,assigned_from_geo: n,ANONYMIZED_NAME: ggs31,REGION: None,PLATFORM: Titanium,public: n,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,,,,,,,,,".1, gram",,,,,,,qiime:234813,
mgs24958,mgs24958,feces,None,Malawi,plant-associated,feces,-15.38,,35.3,feces,,,0,,0,2991,,,,,,,,,public: n,REGION: None,ANONYMIZED_NAME: ggs45,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,TAXON_ID: 9606,LINKER: None,assigned_from_geo: n,,,,,,,,,".1, gram",,,,,,,qiime:234814,
mgs24959,mgs24959,feces,None,United States of America,plant-associated,feces,39.952335,,-75.163789,feces,,,0,,0,39,,,,,,,,,assigned_from_geo: n,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,LINKER: None,TAXON_ID: 9606,REGION: None,ANONYMIZED_NAME: ggs57,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,PLATFORM: Titanium,public: n,,,,,,,,,".1, gram",,,,,,,qiime:234815,
mgs24960,mgs24960,feces,None,Malawi,plant-associated,feces,-15.38,,35.3,feces,,,0,,0,2991,,,,,,,,,REGION: None,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,ANONYMIZED_NAME: ggs48,TAXON_ID: 9606,LINKER: None,assigned_from_geo: n,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",public: n,PLATFORM: Titanium,,,,,,,,,".1, gram",,,,,,,qiime:234816,
mgs24961,mgs24961,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,KEY_SEQ: GACT,REGION: None,ANONYMIZED_NAME: ggs77,DESCRIPTION: Sample_for_GlobalGutPaper,public: n,PLATFORM: Titanium,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",assigned_from_geo: n,TAXON_ID: 9606,LINKER: None,,,,,,,,,".1, gram",,,,,,,qiime:234817,
mgs24962,mgs24962,feces,None,United States of America,plant-associated,feces,37.09024,,-95.712891,feces,,,0,,0,256,,,,,,,,,public: n,REGION: None,ANONYMIZED_NAME: ggs104,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,TAXON_ID: 9606,LINKER: None,assigned_from_geo: y,,,,,,,,,".1, gram",,,,,,,qiime:234818,
mgs24963,mgs24963,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,169,,,,,,,,,ANONYMIZED_NAME: ggs22,public: n,PLATFORM: Titanium,REGION: None,assigned_from_geo: n,TAXON_ID: 9606,LINKER: None,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,,,,,,,,,".1, gram",,,,,,,qiime:234819,
mgs24964,mgs24964,feces,None,Venezuela,plant-associated,feces,5.425833,,-67.646389,feces,,,0,,0,77,,,,,,,,,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",TAXON_ID: 9606,assigned_from_geo: n,SAMPLE_CENTER: CGS-GL,PLATFORM: Titanium,public: n,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,REGION: None,ANONYMIZED_NAME: ggs15,LINKER: None,,,,,,,,,".1, gram",,,,,,,qiime:234820,
mgs24965,mgs24965,feces,None,United States of America,plant-associated,feces,40.0149856,,-105.2705456,feces,,,0,,0,1629,,,,,,,,,public: n,ANONYMIZED_NAME: ggs50,REGION: None,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",TAXON_ID: 9606,LINKER: None,assigned_from_geo: n,,,,,,,,,".1, gram",,,,,,,qiime:234821,
mgs24967,mgs24967,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,SAMPLE_CENTER: CGS-GL,TAXON_ID: 9606,LINKER: None,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,public: n,PLATFORM: Titanium,REGION: None,ANONYMIZED_NAME: ggs98,assigned_from_geo: n,,,,,,,,,".1, gram",,,,,,,qiime:234822,
mgs24968,mgs24968,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,ANONYMIZED_NAME: ggs74,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,REGION: None,TAXON_ID: 9606,LINKER: None,assigned_from_geo: n,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,public: n,PLATFORM: Titanium,,,,,,,,,".1, gram",,,,,,,qiime:234823,
mgs24969,mgs24969,feces,None,Venezuela,plant-associated,feces,5.425833,,-67.646389,feces,,,0,,0,77,,,,,,,,,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",LINKER: None,TAXON_ID: 9606,SAMPLE_CENTER: CGS-GL,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,PLATFORM: Titanium,public: n,REGION: None,ANONYMIZED_NAME: ggs21,assigned_from_geo: n,,,,,,,,,".1, gram",,,,,,,qiime:234824,
mgs24970,mgs24970,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,169,,,,,,,,,assigned_from_geo: n,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,LINKER: None,TAXON_ID: 9606,ANONYMIZED_NAME: ggs25,REGION: None,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,PLATFORM: Titanium,public: n,,,,,,,,,".1, gram",,,,,,,qiime:234825,
mgs24971,mgs24971,feces,None,United States of America,plant-associated,feces,37.09024,,-95.712891,feces,,,0,,0,256,,,,,,,,,assigned_from_geo: y,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,LINKER: None,TAXON_ID: 9606,ANONYMIZED_NAME: ggs105,REGION: None,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,PLATFORM: Titanium,public: n,,,,,,,,,".1, gram",,,,,,,qiime:234826,
mgs24972,mgs24972,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,REGION: None,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,ANONYMIZED_NAME: ggs63,TAXON_ID: 9606,LINKER: None,assigned_from_geo: n,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,public: n,PLATFORM: Titanium,,,,,,,,,".1, gram",,,,,,,qiime:234827,
mgs24973,mgs24973,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,TAXON_ID: 9606,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",LINKER: None,assigned_from_geo: n,REGION: None,ANONYMIZED_NAME: ggs65,public: n,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,,,,,,,,,".1, gram",,,,,,,qiime:234828,
mgs24974,mgs24974,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,SAMPLE_CENTER: CGS-GL,LINKER: None,assigned_from_geo: n,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",public: n,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,REGION: None,ANONYMIZED_NAME: ggs76,TAXON_ID: 9606,,,,,,,,,".1, gram",,,,,,,qiime:234829,
mgs24975,mgs24975,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,TAXON_ID: 9606,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,LINKER: None,assigned_from_geo: n,ANONYMIZED_NAME: ggs62,REGION: None,public: n,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,,,,,,,,,".1, gram",,,,,,,qiime:234830,
mgs24976,mgs24976,feces,None,United States of America,plant-associated,feces,39.952335,,-75.163789,feces,,,0,,0,39,,,,,,,,,SAMPLE_CENTER: CGS-GL,TAXON_ID: 9606,LINKER: None,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,public: n,PLATFORM: Titanium,REGION: None,ANONYMIZED_NAME: ggs58,assigned_from_geo: n,,,,,,,,,".1, gram",,,,,,,qiime:234831,
mgs24978,mgs24978,feces,None,United States of America,plant-associated,feces,37.09024,,-95.712891,feces,,,0,,0,256,,,,,,,,,assigned_from_geo: y,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",TAXON_ID: 9606,LINKER: None,REGION: None,ANONYMIZED_NAME: ggs106,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,public: n,PLATFORM: Titanium,,,,,,,,,".1, gram",,,,,,,qiime:234832,
mgs24979,mgs24979,feces,None,United States of America,plant-associated,feces,42.42,,-76.49,feces,,,0,,0,285.74,,,,,,,,,assigned_from_geo: n,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",LINKER: None,TAXON_ID: 9606,REGION: None,ANONYMIZED_NAME: ggs49,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,PLATFORM: Titanium,public: n,,,,,,,,,".1, gram",,,,,,,qiime:234833,
mgs24980,mgs24980,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,ANONYMIZED_NAME: ggs93,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,REGION: None,LINKER: None,TAXON_ID: 9606,assigned_from_geo: n,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,PLATFORM: Titanium,public: n,,,,,,,,,".1, gram",,,,,,,qiime:234834,
mgs24981,mgs24981,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,SAMPLE_CENTER: CGS-GL,LINKER: None,assigned_from_geo: n,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",public: n,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,REGION: None,ANONYMIZED_NAME: ggs67,TAXON_ID: 9606,,,,,,,,,".1, gram",,,,,,,qiime:234835,
mgs24982,mgs24982,feces,None,United States of America,plant-associated,feces,37.09024,,-95.712891,feces,,,0,,0,256,,,,,,,,,ANONYMIZED_NAME: ggs102,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,REGION: None,TAXON_ID: 9606,LINKER: None,assigned_from_geo: y,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",public: n,PLATFORM: Titanium,,,,,,,,,".1, gram",,,,,,,qiime:234836,
mgs24983,mgs24983,feces,None,Venezuela,plant-associated,feces,5.425833,,-67.646389,feces,,,0,,0,78,,,,,,,,,LINKER: None,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",TAXON_ID: 9606,assigned_from_geo: n,ANONYMIZED_NAME: ggs10,REGION: None,PLATFORM: Titanium,public: n,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,,,,,,,,,".1, gram",,,,,,,qiime:234837,
mgs24984,mgs24984,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,public: n,ANONYMIZED_NAME: ggs73,REGION: None,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",TAXON_ID: 9606,LINKER: None,assigned_from_geo: n,,,,,,,,,".1, gram",,,,,,,qiime:234838,
mgs24985,mgs24985,feces,None,United States of America,plant-associated,feces,39.952335,,-75.163789,feces,,,0,,0,39,,,,,,,,,SAMPLE_CENTER: CGS-GL,TAXON_ID: 9606,assigned_from_geo: n,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",PLATFORM: Titanium,public: n,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,REGION: None,ANONYMIZED_NAME: ggs61,LINKER: None,,,,,,,,,".1, gram",,,,,,,qiime:234839,
mgs24986,mgs24986,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,LINKER: None,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,TAXON_ID: 9606,assigned_from_geo: n,REGION: None,ANONYMIZED_NAME: ggs92,PLATFORM: Titanium,public: n,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,,,,,,,,,".1, gram",,,,,,,qiime:234840,
mgs24987,mgs24987,feces,None,Venezuela,plant-associated,feces,5.425833,,-67.646389,feces,,,0,,0,78,,,,,,,,,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",LINKER: None,assigned_from_geo: n,SAMPLE_CENTER: CGS-GL,public: n,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,REGION: None,ANONYMIZED_NAME: ggs1,TAXON_ID: 9606,,,,,,,,,".1, gram",,,,,,,qiime:234841,
mgs24989,mgs24989,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,public: n,ANONYMIZED_NAME: ggs78,REGION: None,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",TAXON_ID: 9606,LINKER: None,assigned_from_geo: n,,,,,,,,,".1, gram",,,,,,,qiime:234842,
mgs24990,mgs24990,feces,None,Malawi,plant-associated,feces,-15.38,,35.3,feces,,,0,,0,2991,,,,,,,,,ANONYMIZED_NAME: ggs39,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,REGION: None,LINKER: None,TAXON_ID: 9606,assigned_from_geo: n,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",PLATFORM: Titanium,public: n,,,,,,,,,".1, gram",,,,,,,qiime:234843,
mgs24991,mgs24991,feces,None,Malawi,plant-associated,feces,-15.38,,35.3,feces,,,0,,0,2991,,,,,,,,,DESCRIPTION: Sample_for_GlobalGutPaper,ANONYMIZED_NAME: ggs28,REGION: None,KEY_SEQ: GACT,PLATFORM: Titanium,public: n,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",assigned_from_geo: n,LINKER: None,TAXON_ID: 9606,,,,,,,,,".1, gram",,,,,,,qiime:234844,
mgs24992,mgs24992,feces,None,United States of America,plant-associated,feces,38.646991,,-90.224967,feces,,,0,,0,256,,,,,,,,,LINKER: None,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,TAXON_ID: 9606,assigned_from_geo: n,REGION: None,ANONYMIZED_NAME: ggs100,PLATFORM: Titanium,public: n,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,,,,,,,,,".1, gram",,,,,,,qiime:234845,
mgs24993,mgs24993,feces,None,Malawi,plant-associated,feces,-15.38,,35.3,feces,,,0,,0,2991,,,,,,,,,REGION: None,DESCRIPTION: Sample_for_GlobalGutPaper,KEY_SEQ: GACT,ANONYMIZED_NAME: ggs42,LINKER: None,TAXON_ID: 9606,assigned_from_geo: n,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",SAMPLE_CENTER: CGS-GL,PLATFORM: Titanium,public: n,,,,,,,,,".1, gram",,,,,,,qiime:234846,
mgs24994,mgs24994,feces,None,Venezuela,plant-associated,feces,5.425833,,-67.646389,feces,,,0,,0,77,,,,,,,,,TAXON_ID: 9606,SAMPLE_CENTER: CGS-GL,"TITLE: Human gut microbiome differentiation viewed across cultures, ages and families",LINKER: None,assigned_from_geo: n,REGION: None,ANONYMIZED_NAME: ggs18,public: n,PLATFORM: Titanium,KEY_SEQ: GACT,DESCRIPTION: Sample_for_GlobalGutPaper,,,,,,,,,".1, gram",,,,,,,qiime:234847,